Query: to
----------------------------------------
Results (Okapi BM25):
  Document: speech_30.txt, Score: 0.0192
  Document: speech_20.txt, Score: -19.6632
  Document: speech_7.txt, Score: -19.6695
  Document: speech_42.txt, Score: -19.6801
  Document: speech_50.txt, Score: -19.6969
  Document: speech_51.txt, Score: -19.7224
  Document: speech_34.txt, Score: -19.7890
  Document: speech_9.txt, Score: -19.8066
  Document: speech_55.txt, Score: -19.8840
  Document: speech_43.txt, Score: -19.8938
  Document: speech_2.txt, Score: -19.9465
  Document: speech_22.txt, Score: -20.1224
  Document: speech_37.txt, Score: -20.1390
  Document: speech_23.txt, Score: -20.1520
  Document: speech_16.txt, Score: -20.2513
  Document: speech_3.txt, Score: -20.2785
  Document: speech_36.txt, Score: -20.5310
  Document: speech_38.txt, Score: -20.6060
  Document: speech_48.txt, Score: -20.6659
  Document: speech_47.txt, Score: -20.7929
  Document: speech_5.txt, Score: -20.9876
  Document: speech_49.txt, Score: -21.1059
  Document: speech_28.txt, Score: -21.3629

========================================

Query: a
----------------------------------------
Results (Okapi BM25):
  Document: speech_8.txt, Score: 0.0191
  Document: speech_0.txt, Score: 0.0190
  Document: speech_6.txt, Score: 0.0190
  Document: speech_19.txt, Score: 0.0190
  Document: speech_2.txt, Score: 0.0190
  Document: speech_39.txt, Score: 0.0190
  Document: speech_9.txt, Score: 0.0190
  Document: speech_1.txt, Score: 0.0190
  Document: speech_51.txt, Score: 0.0190
  Document: speech_21.txt, Score: 0.0189
  Document: speech_5.txt, Score: 0.0189
  Document: speech_50.txt, Score: 0.0189
  Document: speech_44.txt, Score: 0.0189
  Document: speech_12.txt, Score: 0.0189
  Document: speech_49.txt, Score: 0.0189
  Document: speech_40.txt, Score: 0.0189
  Document: speech_37.txt, Score: 0.0189
  Document: speech_46.txt, Score: 0.0189
  Document: speech_31.txt, Score: 0.0189
  Document: speech_10.txt, Score: 0.0189
  Document: speech_52.txt, Score: 0.0189
  Document: speech_16.txt, Score: 0.0189
  Document: speech_30.txt, Score: 0.0189
  Document: speech_48.txt, Score: 0.0189
  Document: speech_18.txt, Score: 0.0189
  Document: speech_47.txt, Score: 0.0189
  Document: speech_41.txt, Score: 0.0188
  Document: speech_26.txt, Score: 0.0188
  Document: speech_11.txt, Score: 0.0188
  Document: speech_54.txt, Score: 0.0188
  Document: speech_7.txt, Score: 0.0188
  Document: speech_43.txt, Score: 0.0188
  Document: speech_3.txt, Score: 0.0188
  Document: speech_17.txt, Score: 0.0188
  Document: speech_20.txt, Score: 0.0188
  Document: speech_14.txt, Score: 0.0188
  Document: speech_55.txt, Score: 0.0188
  Document: speech_23.txt, Score: 0.0188
  Document: speech_53.txt, Score: 0.0188
  Document: speech_42.txt, Score: 0.0188
  Document: speech_13.txt, Score: 0.0188
  Document: speech_15.txt, Score: 0.0188
  Document: speech_38.txt, Score: 0.0187
  Document: speech_24.txt, Score: 0.0187
  Document: speech_22.txt, Score: 0.0187
  Document: speech_4.txt, Score: 0.0187
  Document: speech_45.txt, Score: 0.0187
  Document: speech_28.txt, Score: 0.0187
  Document: speech_32.txt, Score: 0.0186
  Document: speech_27.txt, Score: 0.0186
  Document: speech_33.txt, Score: 0.0186
  Document: speech_34.txt, Score: 0.0185
  Document: speech_36.txt, Score: 0.0184
  Document: speech_25.txt, Score: 0.0184
  Document: speech_29.txt, Score: 0.0183
  Document: speech_35.txt, Score: 0.0181

Results (LM with Jelinek-Mercer):
  Document: speech_51.txt, Score: -3.8736
  Document: speech_8.txt, Score: -3.8812
  Document: speech_0.txt, Score: -3.8879
  Document: speech_6.txt, Score: -3.8901
  Document: speech_53.txt, Score: -3.8985
  Document: speech_21.txt, Score: -3.9093
  Document: speech_50.txt, Score: -3.9101
  Document: speech_2.txt, Score: -3.9136
  Document: speech_1.txt, Score: -3.9227
  Document: speech_39.txt, Score: -3.9359
  Document: speech_49.txt, Score: -3.9363
  Document: speech_46.txt, Score: -3.9565
  Document: speech_19.txt, Score: -3.9617
  Document: speech_5.txt, Score: -3.9904
  Document: speech_38.txt, Score: -3.9965
  Document: speech_12.txt, Score: -4.0010
  Document: speech_44.txt, Score: -4.0151
  Document: speech_9.txt, Score: -4.0165
  Document: speech_31.txt, Score: -4.0190
  Document: speech_42.txt, Score: -4.0263
  Document: speech_48.txt, Score: -4.0346
  Document: speech_16.txt, Score: -4.0350
  Document: speech_40.txt, Score: -4.0399
  Document: speech_47.txt, Score: -4.0420
  Document: speech_43.txt, Score: -4.0561
  Document: speech_52.txt, Score: -4.0592
  Document: speech_37.txt, Score: -4.0651
  Document: speech_13.txt, Score: -4.0675
  Document: speech_14.txt, Score: -4.0708
  Document: speech_30.txt, Score: -4.0776
  Document: speech_10.txt, Score: -4.0840
  Document: speech_23.txt, Score: -4.0847
  Document: speech_41.txt, Score: -4.0895
  Document: speech_18.txt, Score: -4.0966
  Document: speech_54.txt, Score: -4.1038
  Document: speech_55.txt, Score: -4.1046
  Document: speech_15.txt, Score: -4.1421
  Document: speech_17.txt, Score: -4.1525
  Document: speech_22.txt, Score: -4.1617
  Document: speech_26.txt, Score: -4.1660
  Document: speech_11.txt, Score: -4.1725
  Document: speech_28.txt, Score: -4.1767
  Document: speech_3.txt, Score: -4.1797
  Document: speech_20.txt, Score: -4.1813
  Document: speech_24.txt, Score: -4.1866
  Document: speech_7.txt, Score: -4.2336
  Document: speech_45.txt, Score: -4.2641
  Document: speech_27.txt, Score: -4.2871
  Document: speech_4.txt, Score: -4.3113
  Document: speech_32.txt, Score: -4.3493
  Document: speech_33.txt, Score: -4.3522
  Document: speech_34.txt, Score: -4.3820
  Document: speech_25.txt, Score: -4.4412
  Document: speech_36.txt, Score: -4.4754
  Document: speech_29.txt, Score: -4.4957
  Document: speech_35.txt, Score: -4.5803

========================================

Query: who have
----------------------------------------
Results (Okapi BM25):
  Document: speech_3.txt, Score: 0.0368
  Document: speech_7.txt, Score: 0.0368
  Document: speech_22.txt, Score: 0.0367
  Document: speech_20.txt, Score: 0.0367
  Document: speech_16.txt, Score: 0.0366
  Document: speech_9.txt, Score: 0.0364
  Document: speech_28.txt, Score: 0.0364
  Document: speech_34.txt, Score: 0.0364
  Document: speech_21.txt, Score: 0.0363
  Document: speech_11.txt, Score: 0.0363
  Document: speech_27.txt, Score: 0.0363
  Document: speech_36.txt, Score: 0.0362
  Document: speech_44.txt, Score: 0.0362
  Document: speech_55.txt, Score: 0.0362
  Document: speech_39.txt, Score: 0.0362
  Document: speech_30.txt, Score: 0.0361
  Document: speech_37.txt, Score: 0.0360
  Document: speech_33.txt, Score: 0.0360
  Document: speech_10.txt, Score: 0.0359
  Document: speech_43.txt, Score: 0.0359
  Document: speech_8.txt, Score: 0.0359
  Document: speech_29.txt, Score: 0.0359
  Document: speech_35.txt, Score: 0.0359
  Document: speech_4.txt, Score: 0.0358
  Document: speech_12.txt, Score: 0.0358
  Document: speech_15.txt, Score: 0.0357
  Document: speech_40.txt, Score: 0.0356
  Document: speech_5.txt, Score: 0.0356
  Document: speech_50.txt, Score: 0.0355
  Document: speech_6.txt, Score: 0.0353
  Document: speech_49.txt, Score: 0.0353
  Document: speech_46.txt, Score: 0.0352
  Document: speech_54.txt, Score: 0.0352
  Document: speech_23.txt, Score: 0.0351
  Document: speech_41.txt, Score: 0.0350
  Document: speech_42.txt, Score: 0.0349
  Document: speech_51.txt, Score: 0.0348
  Document: speech_26.txt, Score: 0.0348
  Document: speech_25.txt, Score: 0.0347
  Document: speech_52.txt, Score: 0.0347
  Document: speech_47.txt, Score: 0.0347
  Document: speech_48.txt, Score: 0.0346
  Document: speech_13.txt, Score: 0.0346
  Document: speech_17.txt, Score: 0.0345
  Document: speech_32.txt, Score: 0.0345
  Document: speech_14.txt, Score: 0.0341
  Document: speech_0.txt, Score: 0.0338
  Document: speech_19.txt, Score: 0.0337
  Document: speech_31.txt, Score: 0.0334
  Document: speech_1.txt, Score: 0.0331
  Document: speech_18.txt, Score: 0.0331
  Document: speech_2.txt, Score: 0.0331
  Document: speech_53.txt, Score: 0.0329
  Document: speech_45.txt, Score: 0.0328
  Document: speech_24.txt, Score: 0.0323
  Document: speech_38.txt, Score: 0.0278

Results (LM with Jelinek-Mercer):
  Document: speech_22.txt, Score: -9.5275
  Document: speech_28.txt, Score: -9.6641
  Document: speech_3.txt, Score: -9.6997
  Document: speech_16.txt, Score: -9.7566
  Document: speech_7.txt, Score: -9.8089
  Document: speech_20.txt, Score: -9.8299
  Document: speech_27.txt, Score: -9.8716
  Document: speech_55.txt, Score: -9.8941
  Document: speech_21.txt, Score: -9.9096
  Document: speech_34.txt, Score: -9.9466
  Document: speech_35.txt, Score: -10.0386
  Document: speech_33.txt, Score: -10.0412
  Document: speech_9.txt, Score: -10.0660
  Document: speech_43.txt, Score: -10.1057
  Document: speech_36.txt, Score: -10.1136
  Document: speech_29.txt, Score: -10.1138
  Document: speech_44.txt, Score: -10.1369
  Document: speech_11.txt, Score: -10.1458
  Document: speech_39.txt, Score: -10.1750
  Document: speech_15.txt, Score: -10.1895
  Document: speech_30.txt, Score: -10.2011
  Document: speech_8.txt, Score: -10.2253
  Document: speech_37.txt, Score: -10.2596
  Document: speech_10.txt, Score: -10.2888
  Document: speech_50.txt, Score: -10.3313
  Document: speech_12.txt, Score: -10.3320
  Document: speech_42.txt, Score: -10.3759
  Document: speech_23.txt, Score: -10.3878
  Document: speech_13.txt, Score: -10.3881
  Document: speech_5.txt, Score: -10.3935
  Document: speech_49.txt, Score: -10.3990
  Document: speech_4.txt, Score: -10.4226
  Document: speech_46.txt, Score: -10.4359
  Document: speech_40.txt, Score: -10.4392
  Document: speech_54.txt, Score: -10.4798
  Document: speech_32.txt, Score: -10.5229
  Document: speech_0.txt, Score: -10.5264
  Document: speech_52.txt, Score: -10.5791
  Document: speech_6.txt, Score: -10.6141
  Document: speech_53.txt, Score: -10.6199
  Document: speech_25.txt, Score: -10.6266
  Document: speech_41.txt, Score: -10.6280
  Document: speech_51.txt, Score: -10.6437
  Document: speech_17.txt, Score: -10.7001
  Document: speech_47.txt, Score: -10.7181
  Document: speech_26.txt, Score: -10.7229
  Document: speech_48.txt, Score: -10.7383
  Document: speech_14.txt, Score: -10.7777
  Document: speech_45.txt, Score: -10.8813
  Document: speech_18.txt, Score: -10.9025
  Document: speech_19.txt, Score: -10.9114
  Document: speech_2.txt, Score: -11.0244
  Document: speech_1.txt, Score: -11.0297
  Document: speech_31.txt, Score: -11.1115
  Document: speech_24.txt, Score: -11.1949
  Document: speech_38.txt, Score: -11.4582

========================================

Query: these patriotic men
----------------------------------------
Results (Okapi BM25):
  Document: speech_22.txt, Score: 3.8741
  Document: speech_27.txt, Score: 3.1397
  Document: speech_21.txt, Score: 3.0969
  Document: speech_46.txt, Score: 2.6916
  Document: speech_32.txt, Score: 2.6660
  Document: speech_30.txt, Score: 2.5559
  Document: speech_40.txt, Score: 2.4204
  Document: speech_29.txt, Score: 2.3789
  Document: speech_13.txt, Score: 0.8924
  Document: speech_35.txt, Score: 0.8038
  Document: speech_36.txt, Score: 0.7948
  Document: speech_33.txt, Score: 0.7890
  Document: speech_55.txt, Score: 0.7850
  Document: speech_54.txt, Score: 0.7824
  Document: speech_26.txt, Score: 0.7718
  Document: speech_5.txt, Score: 0.7713
  Document: speech_34.txt, Score: 0.7348
  Document: speech_15.txt, Score: 0.7229
  Document: speech_14.txt, Score: 0.6947
  Document: speech_7.txt, Score: 0.6803
  Document: speech_17.txt, Score: 0.6647
  Document: speech_31.txt, Score: 0.6617
  Document: speech_44.txt, Score: 0.6555
  Document: speech_18.txt, Score: 0.6420
  Document: speech_9.txt, Score: 0.6371
  Document: speech_20.txt, Score: 0.6293
  Document: speech_19.txt, Score: 0.6179
  Document: speech_10.txt, Score: 0.6152
  Document: speech_11.txt, Score: 0.6114
  Document: speech_37.txt, Score: 0.6049
  Document: speech_48.txt, Score: 0.5870
  Document: speech_41.txt, Score: 0.5819
  Document: speech_2.txt, Score: 0.5773
  Document: speech_39.txt, Score: 0.5703
  Document: speech_50.txt, Score: 0.4866
  Document: speech_49.txt, Score: 0.4853
  Document: speech_51.txt, Score: 0.4745
  Document: speech_47.txt, Score: 0.4579
  Document: speech_8.txt, Score: 0.3862
  Document: speech_23.txt, Score: 0.2507
  Document: speech_43.txt, Score: 0.2403
  Document: speech_3.txt, Score: 0.2371
  Document: speech_28.txt, Score: 0.2235
  Document: speech_0.txt, Score: 0.2233
  Document: speech_45.txt, Score: 0.2211
  Document: speech_6.txt, Score: 0.2175
  Document: speech_4.txt, Score: 0.2136
  Document: speech_12.txt, Score: 0.2082
  Document: speech_38.txt, Score: 0.2016
  Document: speech_42.txt, Score: 0.1977
  Document: speech_25.txt, Score: 0.1830
  Document: speech_24.txt, Score: 0.1811
  Document: speech_16.txt, Score: 0.1304
  Document: speech_1.txt, Score: 0.1250
  Document: speech_52.txt, Score: 0.1240
  Document: speech_53.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_22.txt, Score: -19.0203
  Document: speech_21.txt, Score: -20.1928
  Document: speech_30.txt, Score: -21.5382
  Document: speech_32.txt, Score: -22.3078
  Document: speech_27.txt, Score: -22.4569
  Document: speech_46.txt, Score: -22.8820
  Document: speech_29.txt, Score: -23.1455
  Document: speech_40.txt, Score: -23.2175
  Document: speech_13.txt, Score: -23.9837
  Document: speech_15.txt, Score: -24.1635
  Document: speech_44.txt, Score: -24.3303
  Document: speech_26.txt, Score: -24.3813
  Document: speech_36.txt, Score: -24.4073
  Document: speech_17.txt, Score: -24.5080
  Document: speech_35.txt, Score: -24.5567
  Document: speech_18.txt, Score: -24.6188
  Document: speech_33.txt, Score: -24.6732
  Document: speech_55.txt, Score: -24.7112
  Document: speech_54.txt, Score: -24.7224
  Document: speech_5.txt, Score: -24.7387
  Document: speech_7.txt, Score: -24.7728
  Document: speech_14.txt, Score: -24.8093
  Document: speech_11.txt, Score: -24.8460
  Document: speech_31.txt, Score: -24.8630
  Document: speech_23.txt, Score: -24.9413
  Document: speech_20.txt, Score: -25.0064
  Document: speech_10.txt, Score: -25.0242
  Document: speech_34.txt, Score: -25.0598
  Document: speech_37.txt, Score: -25.0936
  Document: speech_2.txt, Score: -25.2719
  Document: speech_19.txt, Score: -25.3666
  Document: speech_9.txt, Score: -25.4682
  Document: speech_43.txt, Score: -25.4703
  Document: speech_48.txt, Score: -25.5804
  Document: speech_41.txt, Score: -25.6076
  Document: speech_39.txt, Score: -25.6130
  Document: speech_3.txt, Score: -25.7243
  Document: speech_28.txt, Score: -25.8825
  Document: speech_50.txt, Score: -25.9052
  Document: speech_49.txt, Score: -25.9115
  Document: speech_51.txt, Score: -25.9659
  Document: speech_47.txt, Score: -26.0453
  Document: speech_45.txt, Score: -26.0459
  Document: speech_8.txt, Score: -26.0826
  Document: speech_0.txt, Score: -26.1705
  Document: speech_38.txt, Score: -26.1714
  Document: speech_6.txt, Score: -26.2346
  Document: speech_4.txt, Score: -26.2707
  Document: speech_42.txt, Score: -26.2715
  Document: speech_12.txt, Score: -26.2946
  Document: speech_25.txt, Score: -26.5523
  Document: speech_24.txt, Score: -26.5800
  Document: speech_16.txt, Score: -26.9795
  Document: speech_1.txt, Score: -27.0203
  Document: speech_52.txt, Score: -27.0267
  Document: speech_53.txt, Score: -27.4466

========================================

Query: education
----------------------------------------
Results (Okapi BM25):
  Document: speech_18.txt, Score: 1.1405
  Document: speech_30.txt, Score: 1.0285
  Document: speech_43.txt, Score: 1.0154
  Document: speech_19.txt, Score: 0.9715
  Document: speech_52.txt, Score: 0.9605
  Document: speech_10.txt, Score: 0.9291
  Document: speech_15.txt, Score: 0.8590
  Document: speech_24.txt, Score: 0.8404
  Document: speech_34.txt, Score: 0.8114
  Document: speech_12.txt, Score: 0.7931
  Document: speech_6.txt, Score: 0.7727
  Document: speech_20.txt, Score: 0.7679
  Document: speech_38.txt, Score: 0.7523
  Document: speech_0.txt, Score: 0.7383
  Document: speech_11.txt, Score: 0.7236
  Document: speech_13.txt, Score: 0.7109
  Document: speech_23.txt, Score: 0.6825
  Document: speech_14.txt, Score: 0.6788
  Document: speech_50.txt, Score: 0.6528
  Document: speech_49.txt, Score: 0.6512
  Document: speech_29.txt, Score: 0.6386
  Document: speech_48.txt, Score: 0.6109
  Document: speech_16.txt, Score: 0.6051
  Document: speech_31.txt, Score: 0.6045
  Document: speech_32.txt, Score: 0.5976
  Document: speech_1.txt, Score: 0.5798
  Document: speech_17.txt, Score: 0.5789
  Document: speech_36.txt, Score: 0.5669
  Document: speech_40.txt, Score: 0.5567
  Document: speech_37.txt, Score: 0.5208
  Document: speech_7.txt, Score: 0.4004
  Document: speech_8.txt, Score: 0.2494
  Document: speech_2.txt, Score: 0.0000
  Document: speech_21.txt, Score: 0.0000
  Document: speech_22.txt, Score: 0.0000
  Document: speech_25.txt, Score: 0.0000
  Document: speech_26.txt, Score: 0.0000
  Document: speech_27.txt, Score: 0.0000
  Document: speech_28.txt, Score: 0.0000
  Document: speech_3.txt, Score: 0.0000
  Document: speech_33.txt, Score: 0.0000
  Document: speech_35.txt, Score: 0.0000
  Document: speech_39.txt, Score: 0.0000
  Document: speech_4.txt, Score: 0.0000
  Document: speech_41.txt, Score: 0.0000
  Document: speech_42.txt, Score: 0.0000
  Document: speech_44.txt, Score: 0.0000
  Document: speech_45.txt, Score: 0.0000
  Document: speech_46.txt, Score: 0.0000
  Document: speech_47.txt, Score: 0.0000
  Document: speech_5.txt, Score: 0.0000
  Document: speech_51.txt, Score: 0.0000
  Document: speech_53.txt, Score: 0.0000
  Document: speech_54.txt, Score: 0.0000
  Document: speech_55.txt, Score: 0.0000
  Document: speech_9.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_18.txt, Score: -5.5455
  Document: speech_43.txt, Score: -6.2985
  Document: speech_30.txt, Score: -6.3573
  Document: speech_52.txt, Score: -6.6550
  Document: speech_19.txt, Score: -6.7593
  Document: speech_10.txt, Score: -6.8162
  Document: speech_15.txt, Score: -6.9210
  Document: speech_24.txt, Score: -7.0075
  Document: speech_38.txt, Score: -7.0622
  Document: speech_34.txt, Score: -7.1309
  Document: speech_12.txt, Score: -7.2022
  Document: speech_13.txt, Score: -7.2577
  Document: speech_20.txt, Score: -7.2933
  Document: speech_6.txt, Score: -7.3565
  Document: speech_23.txt, Score: -7.3734
  Document: speech_14.txt, Score: -7.3877
  Document: speech_11.txt, Score: -7.4383
  Document: speech_50.txt, Score: -7.4823
  Document: speech_49.txt, Score: -7.4881
  Document: speech_0.txt, Score: -7.4895
  Document: speech_29.txt, Score: -7.5311
  Document: speech_48.txt, Score: -7.6199
  Document: speech_16.txt, Score: -7.6377
  Document: speech_31.txt, Score: -7.6395
  Document: speech_32.txt, Score: -7.6601
  Document: speech_1.txt, Score: -7.7118
  Document: speech_17.txt, Score: -7.7144
  Document: speech_36.txt, Score: -7.7477
  Document: speech_40.txt, Score: -7.7756
  Document: speech_37.txt, Score: -7.8677
  Document: speech_7.txt, Score: -8.1318
  Document: speech_8.txt, Score: -8.3961
  Document: speech_2.txt, Score: -8.7378
  Document: speech_21.txt, Score: -8.7378
  Document: speech_22.txt, Score: -8.7378
  Document: speech_25.txt, Score: -8.7378
  Document: speech_26.txt, Score: -8.7378
  Document: speech_27.txt, Score: -8.7378
  Document: speech_28.txt, Score: -8.7378
  Document: speech_3.txt, Score: -8.7378
  Document: speech_33.txt, Score: -8.7378
  Document: speech_35.txt, Score: -8.7378
  Document: speech_39.txt, Score: -8.7378
  Document: speech_4.txt, Score: -8.7378
  Document: speech_41.txt, Score: -8.7378
  Document: speech_42.txt, Score: -8.7378
  Document: speech_44.txt, Score: -8.7378
  Document: speech_45.txt, Score: -8.7378
  Document: speech_46.txt, Score: -8.7378
  Document: speech_47.txt, Score: -8.7378
  Document: speech_5.txt, Score: -8.7378
  Document: speech_51.txt, Score: -8.7378
  Document: speech_53.txt, Score: -8.7378
  Document: speech_54.txt, Score: -8.7378
  Document: speech_55.txt, Score: -8.7378
  Document: speech_9.txt, Score: -8.7378

========================================

Query: bring us
----------------------------------------
Results (Okapi BM25):
  Document: speech_36.txt, Score: 0.3826
  Document: speech_29.txt, Score: 0.3826
  Document: speech_0.txt, Score: 0.3810
  Document: speech_25.txt, Score: 0.3796
  Document: speech_3.txt, Score: 0.3677
  Document: speech_16.txt, Score: 0.3667
  Document: speech_32.txt, Score: 0.3629
  Document: speech_15.txt, Score: 0.3584
  Document: speech_41.txt, Score: 0.3569
  Document: speech_46.txt, Score: 0.3566
  Document: speech_4.txt, Score: 0.3546
  Document: speech_30.txt, Score: 0.3530
  Document: speech_49.txt, Score: 0.3492
  Document: speech_10.txt, Score: 0.3456
  Document: speech_35.txt, Score: 0.3440
  Document: speech_26.txt, Score: 0.3383
  Document: speech_45.txt, Score: 0.3379
  Document: speech_48.txt, Score: 0.3379
  Document: speech_24.txt, Score: 0.3355
  Document: speech_11.txt, Score: 0.3306
  Document: speech_27.txt, Score: 0.3293
  Document: speech_1.txt, Score: 0.3287
  Document: speech_19.txt, Score: 0.3201
  Document: speech_2.txt, Score: 0.3192
  Document: speech_50.txt, Score: 0.3178
  Document: speech_23.txt, Score: 0.3178
  Document: speech_47.txt, Score: 0.3132
  Document: speech_31.txt, Score: 0.3120
  Document: speech_52.txt, Score: 0.3053
  Document: speech_17.txt, Score: 0.3037
  Document: speech_51.txt, Score: 0.3030
  Document: speech_6.txt, Score: 0.2874
  Document: speech_42.txt, Score: 0.2866
  Document: speech_18.txt, Score: 0.2824
  Document: speech_13.txt, Score: 0.2644
  Document: speech_14.txt, Score: 0.2619
  Document: speech_21.txt, Score: 0.2466
  Document: speech_34.txt, Score: 0.2425
  Document: speech_7.txt, Score: 0.2415
  Document: speech_54.txt, Score: 0.2407
  Document: speech_33.txt, Score: 0.2385
  Document: speech_12.txt, Score: 0.2322
  Document: speech_40.txt, Score: 0.2256
  Document: speech_5.txt, Score: 0.2212
  Document: speech_39.txt, Score: 0.2132
  Document: speech_9.txt, Score: 0.1830
  Document: speech_8.txt, Score: 0.1701
  Document: speech_55.txt, Score: 0.0522
  Document: speech_43.txt, Score: 0.0500
  Document: speech_44.txt, Score: 0.0449
  Document: speech_20.txt, Score: 0.0417
  Document: speech_22.txt, Score: 0.0409
  Document: speech_53.txt, Score: 0.0370
  Document: speech_37.txt, Score: 0.0348
  Document: speech_28.txt, Score: 0.0332
  Document: speech_38.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_0.txt, Score: -12.2435
  Document: speech_3.txt, Score: -12.3884
  Document: speech_36.txt, Score: -12.5607
  Document: speech_29.txt, Score: -12.5697
  Document: speech_16.txt, Score: -12.6311
  Document: speech_15.txt, Score: -12.6400
  Document: speech_46.txt, Score: -12.6934
  Document: speech_2.txt, Score: -12.7396
  Document: speech_25.txt, Score: -12.7777
  Document: speech_32.txt, Score: -12.8500
  Document: speech_42.txt, Score: -12.8784
  Document: speech_27.txt, Score: -12.8980
  Document: speech_52.txt, Score: -13.0924
  Document: speech_30.txt, Score: -13.1060
  Document: speech_4.txt, Score: -13.1637
  Document: speech_31.txt, Score: -13.1664
  Document: speech_49.txt, Score: -13.1773
  Document: speech_19.txt, Score: -13.1851
  Document: speech_41.txt, Score: -13.2448
  Document: speech_47.txt, Score: -13.2677
  Document: speech_10.txt, Score: -13.2725
  Document: speech_35.txt, Score: -13.3056
  Document: speech_17.txt, Score: -13.3319
  Document: speech_45.txt, Score: -13.4423
  Document: speech_48.txt, Score: -13.4429
  Document: speech_50.txt, Score: -13.4828
  Document: speech_26.txt, Score: -13.5310
  Document: speech_1.txt, Score: -13.6287
  Document: speech_24.txt, Score: -13.6366
  Document: speech_23.txt, Score: -13.6724
  Document: speech_34.txt, Score: -13.7676
  Document: speech_11.txt, Score: -13.7820
  Document: speech_14.txt, Score: -13.7873
  Document: speech_55.txt, Score: -13.8770
  Document: speech_51.txt, Score: -13.9481
  Document: speech_54.txt, Score: -13.9490
  Document: speech_13.txt, Score: -13.9847
  Document: speech_9.txt, Score: -13.9913
  Document: speech_40.txt, Score: -14.0216
  Document: speech_21.txt, Score: -14.0418
  Document: speech_12.txt, Score: -14.0734
  Document: speech_7.txt, Score: -14.0765
  Document: speech_18.txt, Score: -14.0859
  Document: speech_6.txt, Score: -14.1356
  Document: speech_43.txt, Score: -14.1597
  Document: speech_33.txt, Score: -14.1610
  Document: speech_5.txt, Score: -14.3882
  Document: speech_39.txt, Score: -14.4823
  Document: speech_44.txt, Score: -14.6916
  Document: speech_53.txt, Score: -14.8263
  Document: speech_22.txt, Score: -14.8304
  Document: speech_8.txt, Score: -14.8486
  Document: speech_20.txt, Score: -14.8732
  Document: speech_28.txt, Score: -15.1122
  Document: speech_37.txt, Score: -15.1797
  Document: speech_38.txt, Score: -15.8285

========================================

Query: doral and they
----------------------------------------
Results (Okapi BM25):
  Document: speech_8.txt, Score: 4.1780
  Document: speech_0.txt, Score: 0.1562
  Document: speech_19.txt, Score: 0.1538
  Document: speech_6.txt, Score: 0.1534
  Document: speech_44.txt, Score: 0.1528
  Document: speech_21.txt, Score: 0.1512
  Document: speech_1.txt, Score: 0.1511
  Document: speech_33.txt, Score: 0.1507
  Document: speech_43.txt, Score: 0.1504
  Document: speech_34.txt, Score: 0.1500
  Document: speech_36.txt, Score: 0.1500
  Document: speech_35.txt, Score: 0.1496
  Document: speech_3.txt, Score: 0.1492
  Document: speech_55.txt, Score: 0.1484
  Document: speech_30.txt, Score: 0.1481
  Document: speech_32.txt, Score: 0.1480
  Document: speech_7.txt, Score: 0.1478
  Document: speech_9.txt, Score: 0.1478
  Document: speech_52.txt, Score: 0.1473
  Document: speech_45.txt, Score: 0.1467
  Document: speech_22.txt, Score: 0.1463
  Document: speech_10.txt, Score: 0.1457
  Document: speech_54.txt, Score: 0.1455
  Document: speech_16.txt, Score: 0.1454
  Document: speech_5.txt, Score: 0.1451
  Document: speech_11.txt, Score: 0.1448
  Document: speech_48.txt, Score: 0.1443
  Document: speech_2.txt, Score: 0.1440
  Document: speech_27.txt, Score: 0.1434
  Document: speech_28.txt, Score: 0.1426
  Document: speech_15.txt, Score: 0.1408
  Document: speech_49.txt, Score: 0.1403
  Document: speech_37.txt, Score: 0.1401
  Document: speech_26.txt, Score: 0.1400
  Document: speech_39.txt, Score: 0.1395
  Document: speech_18.txt, Score: 0.1395
  Document: speech_12.txt, Score: 0.1393
  Document: speech_4.txt, Score: 0.1388
  Document: speech_40.txt, Score: 0.1379
  Document: speech_20.txt, Score: 0.1379
  Document: speech_42.txt, Score: 0.1377
  Document: speech_13.txt, Score: 0.1368
  Document: speech_53.txt, Score: 0.1357
  Document: speech_14.txt, Score: 0.1347
  Document: speech_38.txt, Score: 0.1339
  Document: speech_47.txt, Score: 0.1303
  Document: speech_31.txt, Score: 0.1297
  Document: speech_17.txt, Score: 0.1277
  Document: speech_51.txt, Score: 0.1252
  Document: speech_23.txt, Score: 0.1182
  Document: speech_25.txt, Score: 0.1149
  Document: speech_24.txt, Score: 0.1140
  Document: speech_41.txt, Score: 0.1108
  Document: speech_29.txt, Score: 0.0191
  Document: speech_50.txt, Score: 0.0191
  Document: speech_46.txt, Score: 0.0190

Results (LM with Jelinek-Mercer):
  Document: speech_8.txt, Score: -16.4513
  Document: speech_0.txt, Score: -19.1933
  Document: speech_44.txt, Score: -19.5952
  Document: speech_19.txt, Score: -19.6490
  Document: speech_6.txt, Score: -19.8242
  Document: speech_55.txt, Score: -19.9386
  Document: speech_43.txt, Score: -19.9494
  Document: speech_33.txt, Score: -19.9550
  Document: speech_21.txt, Score: -19.9846
  Document: speech_1.txt, Score: -19.9986
  Document: speech_35.txt, Score: -20.0108
